user_id,days_since_signup,days_since_last_activity,logins_last_30_days,total_active_hours,payments_made,lifetime_value_dollars,payment_failures_count,pricing_page_visits,support_tickets,open_complaint_tickets,sentiment_score,failed_onboarding_steps,plan_utilization_percent,core_features_untouched,primary_use_case
user_enterprise_40,832,35,3,5.9,25,5737.44,0,4,3,0,0.86,0,67,3,SaaS
user_enterprise_41,1166,1,6,5.0,29,14081.69,0,2,0,0,0.6,0,66,3,SaaS
user_enterprise_42,1061,10,25,25.3,34,14234.63,0,2,3,2,0.97,0,69,3,Marketing
user_enterprise_43,771,54,2,1.5,21,2264.2,0,1,0,0,0.58,0,86,1,Marketing
user_enterprise_44,753,7,26,42.7,21,9844.98,0,0,0,0,0.83,0,77,2,Marketing
user_enterprise_45,737,12,29,14.9,18,4252.58,0,0,3,5,0.88,0,97,0,Education
user_enterprise_46,524,12,16,23.5,10,2085.51,0,0,1,0,0.76,0,71,2,Marketing
user_enterprise_47,803,6,25,21.0,23,6349.18,0,0,0,0,1.0,0,68,3,Marketing
user_enterprise_48,644,5,15,13.5,17,3371.81,0,0,0,0,0.64,0,69,3,Finance
user_enterprise_49,1016,7,23,64.6,32,11554.57,0,1,2,0,0.58,0,50,5,Marketing
user_enterprise_50,976,54,2,5.4,21,4351.44,0,0,1,0,0.87,0,94,0,Finance
user_enterprise_51,671,0,13,27.2,20,4721.06,0,0,0,0,0.68,0,58,4,Finance
user_enterprise_52,508,6,29,42.3,10,2059.72,0,0,1,0,0.83,0,75,2,Education
user_enterprise_53,614,13,11,7.1,18,6147.68,2,1,0,0,0.9,0,75,2,Finance
user_enterprise_54,663,0,13,29.9,19,3763.01,1,0,2,0,0.82,0,85,1,Marketing
user_enterprise_55,545,5,13,21.8,13,2894.98,0,1,0,0,0.81,0,99,0,Marketing
user_enterprise_56,669,6,13,31.1,16,7201.05,0,0,1,0,0.86,0,82,1,Marketing
user_enterprise_57,941,9,29,84.5,29,11303.45,1,0,1,0,0.74,0,88,1,SaaS
user_enterprise_58,711,0,12,34.3,18,8564.76,0,0,0,0,1.0,0,70,3,E-commerce
user_enterprise_59,864,4,14,27.9,15,1671.05,0,0,1,0,0.75,0,77,2,Education
user_enterprise_60,414,4,5,12.1,7,3167.64,0,0,1,0,0.65,0,88,1,SaaS
user_enterprise_61,1288,10,14,15.7,25,2107.19,0,1,1,0,0.87,0,97,0,Education
user_enterprise_62,875,8,13,37.1,23,4005.59,0,1,1,0,0.84,0,100,0,Finance
user_enterprise_63,719,6,14,21.6,21,9701.85,0,1,1,0,0.65,0,76,2,Marketing
user_enterprise_64,824,3,13,9.1,19,2537.35,0,0,0,0,0.86,0,80,2,Education
user_enterprise_65,545,0,13,33.1,9,1576.56,0,0,2,0,0.79,0,71,2,Education
user_enterprise_66,744,2,13,32.2,20,9400.43,0,0,1,0,0.65,0,83,1,Marketing
user_enterprise_67,427,44,0,0.0,8,2038.74,0,0,0,0,0.7,0,93,0,Education
user_enterprise_68,815,7,26,14.4,25,12286.84,0,1,0,0,0.82,0,79,2,SaaS
user_enterprise_69,645,26,0,0.0,12,5080.2,0,0,1,0,0.72,0,96,0,Marketing
user_enterprise_70,563,5,19,30.2,9,1003.54,0,1,0,0,0.83,0,80,2,Finance
user_enterprise_71,559,13,10,26.7,14,2680.88,0,0,0,0,0.81,0,56,4,E-commerce
user_enterprise_72,502,13,15,38.1,10,4043.59,0,0,1,0,0.84,0,74,2,E-commerce
user_enterprise_73,597,3,21,57.0,9,1686.03,0,0,1,0,0.73,0,87,1,Marketing
user_enterprise_74,998,54,2,5.3,25,8246.27,0,0,0,0,0.75,0,100,0,SaaS
user_enterprise_75,800,1,21,51.3,16,7867.08,0,0,2,0,0.93,0,77,2,E-commerce
user_enterprise_76,483,18,2,4.0,9,4245.6,0,0,0,0,0.75,0,66,3,SaaS
user_enterprise_77,867,6,9,12.6,25,6828.07,0,0,0,0,0.87,0,61,3,Finance
user_enterprise_78,935,34,2,5.2,26,3720.58,0,0,1,0,0.73,0,79,2,Finance
user_enterprise_79,724,38,4,11.8,15,1831.49,0,0,0,0,0.88,0,72,2,Finance
user_enterprise_80,738,33,4,10.0,13,5436.63,0,0,0,0,0.74,0,64,3,E-commerce
user_enterprise_81,898,5,29,19.1,28,2168.88,0,0,1,0,0.64,0,100,0,SaaS
user_enterprise_82,729,10,10,27.0,14,3941.34,0,1,5,1,0.66,0,82,1,SaaS
user_enterprise_83,768,4,27,18.3,17,4397.64,0,2,1,0,0.76,0,68,3,Finance
user_enterprise_84,769,25,2,4.1,19,2694.38,0,1,0,0,0.84,0,82,1,SaaS
user_enterprise_85,659,13,5,3.9,12,5038.12,0,0,4,0,0.62,0,67,3,Marketing
user_enterprise_86,665,16,1,0.7,21,7427.19,0,0,0,0,0.65,0,100,0,Finance
user_enterprise_87,522,12,6,11.7,12,5887.0,0,0,1,0,0.79,0,85,1,Finance
user_enterprise_88,986,7,11,19.9,20,3623.83,0,0,0,0,0.76,0,84,1,E-commerce
user_enterprise_89,915,13,10,26.1,29,13674.8,0,0,0,0,0.88,0,41,5,Finance
user_enterprise_90,665,1,27,72.2,17,4313.85,0,0,0,0,0.75,0,78,2,Education
user_enterprise_91,832,1,19,42.7,17,5227.12,0,0,0,0,0.74,0,66,3,E-commerce
user_enterprise_92,463,1,27,64.7,11,5273.66,0,0,0,0,0.82,0,51,4,E-commerce
user_enterprise_93,548,6,9,14.2,15,3901.42,0,0,0,0,0.95,0,82,1,Marketing
user_enterprise_94,631,9,16,17.1,14,4453.58,0,0,0,0,0.89,0,93,0,Education
user_enterprise_95,419,6,15,22.2,11,3251.35,0,0,0,0,0.78,0,68,3,Education
user_enterprise_96,475,1,22,30.7,10,1252.19,0,0,6,0,0.63,0,90,1,Marketing
user_enterprise_97,932,40,2,3.2,17,3460.47,0,0,0,0,0.67,0,67,3,Education
user_enterprise_98,518,50,4,5.8,14,1798.19,0,1,0,0,0.86,0,73,2,Marketing
user_enterprise_99,842,12,10,18.8,21,7969.46,0,0,4,0,0.89,0,68,3,E-commerce
user_enterprise_100,520,4,16,22.6,15,4482.52,0,0,6,1,0.77,0,85,1,Finance
user_enterprise_101,695,10,17,15.1,12,4843.91,0,0,1,0,0.86,0,75,2,Education
user_enterprise_102,714,37,3,5.8,15,6132.45,0,0,0,0,0.96,0,90,1,E-commerce
user_enterprise_103,663,4,7,9.5,18,2812.45,0,0,0,0,0.68,0,99,0,Finance
user_enterprise_104,524,9,23,37.0,15,7003.63,0,0,0,0,0.81,0,87,1,Education
user_enterprise_105,625,6,9,19.2,16,7366.45,0,1,0,0,0.7,0,96,0,Education
user_enterprise_106,964,7,14,24.3,25,8091.57,0,0,1,0,0.82,0,83,1,Finance
user_enterprise_107,895,9,8,7.8,23,9763.07,0,0,0,0,0.86,0,78,2,Finance
user_enterprise_108,588,13,20,10.3,13,2856.56,0,1,0,0,0.68,0,100,0,Finance
user_enterprise_109,746,5,7,19.6,22,5813.44,0,0,0,0,0.78,0,85,1,Marketing
user_enterprise_110,749,23,1,1.2,22,1610.1,0,2,1,0,0.63,0,43,5,Marketing
user_enterprise_111,672,11,14,40.7,20,6703.98,0,0,0,0,0.8,0,58,4,SaaS
user_enterprise_112,643,53,2,3.3,12,3886.49,0,0,0,0,0.77,0,71,2,Education
user_enterprise_113,610,7,5,3.4,18,4431.23,0,0,1,0,0.8,0,71,2,Marketing
user_enterprise_114,756,26,4,2.2,20,7200.1,0,4,4,2,0.89,0,100,0,SaaS
user_enterprise_115,1017,8,15,16.9,18,981.13,0,0,1,0,0.78,0,76,2,Marketing
user_enterprise_116,547,3,26,73.8,9,4479.63,0,0,0,0,0.71,0,84,1,SaaS
user_enterprise_117,680,4,12,29.2,18,3958.21,0,0,0,0,0.82,0,53,4,Finance
user_enterprise_118,272,49,1,2.9,8,2627.09,0,0,0,0,0.77,0,91,0,E-commerce
user_enterprise_119,1122,13,9,25.9,33,11144.16,0,0,1,0,0.76,0,75,2,Education
user_enterprise_120,566,21,2,2.6,17,5664.65,0,0,0,0,0.85,0,71,2,Marketing
user_enterprise_121,757,4,9,19.7,23,1629.82,0,0,1,0,0.8,0,87,1,Marketing
user_enterprise_122,574,4,20,13.1,11,4857.86,1,0,1,0,0.81,0,80,2,Education
user_enterprise_123,455,10,12,22.3,8,588.64,0,0,2,0,0.69,0,89,1,Marketing
user_enterprise_124,803,9,11,30.2,22,2734.22,0,2,0,0,0.7,0,90,1,SaaS
user_enterprise_125,378,24,4,10.5,10,689.47,0,1,0,0,0.74,0,100,0,Finance
user_enterprise_126,619,12,9,13.0,13,2261.4,0,1,2,0,0.8,0,69,3,Finance
user_enterprise_127,794,4,5,14.4,14,1326.47,0,0,0,0,0.79,0,97,0,Marketing
user_enterprise_128,521,13,7,9.3,16,7378.9,0,1,2,0,0.78,0,66,3,Marketing
user_enterprise_129,433,5,5,12.3,7,3191.89,0,1,0,0,0.87,0,69,3,Marketing
user_enterprise_130,577,6,23,54.9,10,1189.26,0,0,2,0,0.71,0,63,3,Finance
user_enterprise_131,701,5,29,49.1,16,4575.25,0,0,0,0,0.81,0,81,1,Marketing
user_enterprise_132,900,24,3,2.5,16,3347.98,0,1,0,0,0.86,0,93,0,Education
user_enterprise_133,374,5,12,31.7,10,2820.44,0,0,1,0,0.71,0,87,1,E-commerce
user_enterprise_134,671,2,7,7.4,12,4009.93,0,0,2,0,0.83,0,75,2,Marketing
user_enterprise_135,422,3,15,28.7,11,908.32,0,2,0,0,0.65,0,63,3,SaaS
user_enterprise_136,768,5,14,7.8,20,3508.3,0,0,0,0,0.88,0,81,1,E-commerce
user_enterprise_137,815,9,9,5.8,23,9980.73,0,1,4,2,0.87,0,59,4,SaaS
user_enterprise_138,621,12,22,17.1,11,3653.34,0,2,0,0,0.63,0,88,1,SaaS
user_enterprise_139,651,3,20,40.1,18,4700.88,0,0,0,0,0.9,0,77,2,Finance
user_enterprise_140,688,13,14,11.4,11,4304.03,0,1,0,0,0.91,0,69,3,SaaS
user_enterprise_141,828,7,26,61.8,22,2439.35,0,0,0,0,0.89,0,80,2,Finance
user_enterprise_142,714,12,25,71.4,16,6996.6,0,2,1,0,0.86,0,85,1,SaaS
user_enterprise_143,795,9,24,14.5,18,2471.29,1,0,0,0,0.78,0,73,2,Education
user_enterprise_144,827,12,23,40.6,13,4084.46,0,0,3,1,0.76,0,94,0,SaaS
user_enterprise_145,610,7,7,18.5,15,5135.75,0,0,3,1,0.69,0,78,2,Marketing
user_enterprise_146,555,6,29,32.4,13,5154.03,0,0,0,0,0.99,0,81,1,E-commerce
user_enterprise_147,531,11,18,21.0,10,4536.07,0,0,1,0,0.96,0,55,4,SaaS
user_enterprise_148,476,6,8,12.8,12,1064.93,0,0,0,0,0.6,0,67,3,Education
user_enterprise_149,591,11,13,10.2,12,1188.31,0,2,5,0,0.9,0,87,1,SaaS
user_enterprise_150,934,13,12,10.9,29,7648.77,0,0,2,0,0.76,0,84,1,E-commerce
user_enterprise_151,681,4,11,31.0,21,4614.26,0,0,0,0,0.87,0,72,2,Education
user_enterprise_152,689,5,9,16.4,13,4278.2,0,0,0,0,0.87,0,100,0,Marketing
user_enterprise_153,581,8,8,15.5,12,3187.21,0,0,0,0,0.67,0,95,0,SaaS
user_enterprise_154,832,13,16,30.2,25,12412.3,1,0,1,0,0.91,0,78,2,Education
user_enterprise_155,608,3,28,42.1,17,5501.56,0,1,0,0,0.52,0,87,1,E-commerce
user_enterprise_156,424,3,29,76.7,13,1910.16,2,0,1,0,0.75,0,88,1,Finance
user_enterprise_157,721,6,22,34.6,23,7016.2,2,1,1,0,0.72,0,89,1,E-commerce
user_enterprise_158,387,2,11,27.1,10,3436.66,0,0,1,0,0.78,0,80,2,Finance
user_enterprise_159,762,5,24,20.3,14,1499.56,0,2,1,0,0.87,0,92,0,E-commerce
user_enterprise_160,626,4,6,8.7,18,1014.91,0,1,2,0,0.65,0,100,0,SaaS
user_enterprise_161,646,12,11,29.2,11,1480.26,0,0,0,0,1.0,0,74,2,Education
user_enterprise_162,617,6,23,60.1,11,4778.33,0,0,0,0,0.81,0,86,1,Education
user_enterprise_163,397,1,21,33.1,7,3151.96,0,2,1,0,0.78,0,87,1,E-commerce
user_enterprise_164,839,7,21,13.6,23,8576.15,0,1,0,0,0.78,0,93,0,Education
user_enterprise_165,709,7,24,42.0,13,3034.03,2,0,0,0,0.76,0,76,2,Marketing
user_enterprise_166,770,1,7,7.5,13,791.3,0,0,0,0,0.79,0,87,1,Finance
user_enterprise_167,744,27,0,0.0,12,4124.22,0,0,1,0,0.73,0,77,2,SaaS
user_enterprise_168,699,7,13,16.2,22,7518.41,0,0,0,0,0.68,0,94,0,SaaS
user_enterprise_169,314,3,18,15.6,9,2415.46,0,0,1,0,0.67,0,91,0,Education
user_enterprise_170,1174,44,1,1.0,32,15143.1,0,0,1,0,0.67,0,69,3,E-commerce
user_enterprise_171,800,12,20,50.2,21,6867.88,0,1,3,0,0.74,0,84,1,SaaS
user_enterprise_172,981,6,21,14.3,28,4611.43,0,1,4,0,0.85,0,100,0,SaaS
user_enterprise_173,477,32,2,2.7,7,605.18,0,0,1,0,0.86,0,100,0,Education
user_enterprise_174,505,6,18,37.4,12,1752.97,0,0,0,0,0.69,0,76,2,SaaS
user_enterprise_175,557,0,11,13.4,13,5275.73,0,3,1,0,0.76,0,64,3,Finance
user_enterprise_176,443,4,9,15.3,9,3437.91,0,0,0,0,0.74,0,83,1,Marketing
user_enterprise_177,672,49,0,0.0,19,3443.13,2,0,2,0,0.76,0,76,2,Marketing
user_enterprise_178,562,18,3,5.6,16,5201.8,0,0,2,0,1.0,0,75,2,Marketing
user_enterprise_179,623,6,9,15.4,14,754.11,0,1,0,0,0.71,0,92,0,SaaS
user_enterprise_180,1216,9,27,33.5,39,17082.02,1,0,0,0,0.82,0,80,2,SaaS
user_enterprise_181,807,31,0,0.0,13,4766.38,0,2,0,0,0.84,0,99,0,SaaS
user_enterprise_182,1026,13,24,59.3,32,9719.87,0,0,3,0,0.8,0,64,3,SaaS
user_enterprise_183,819,15,1,2.6,21,8596.14,0,0,0,0,0.72,0,92,0,Marketing
user_enterprise_184,498,7,13,7.7,13,2480.5,0,0,0,0,0.83,0,73,2,Education
user_enterprise_185,710,1,21,54.8,13,4360.13,0,1,0,0,0.74,0,93,0,E-commerce
user_enterprise_186,1033,8,12,23.9,27,2412.33,0,0,1,0,0.92,0,53,4,SaaS
user_enterprise_187,685,58,4,11.2,19,8423.96,0,0,0,0,0.91,0,86,1,E-commerce
user_enterprise_188,821,12,5,10.6,17,3226.54,0,0,1,0,0.8,0,75,2,E-commerce
user_enterprise_189,814,11,14,28.8,26,4972.66,0,0,1,0,0.93,0,68,3,Marketing
user_enterprise_190,540,3,6,10.5,15,6324.83,0,0,0,0,0.83,0,62,3,Marketing
user_enterprise_191,822,1,22,13.4,23,9860.08,0,0,1,0,0.8,0,67,3,Education
user_enterprise_192,912,21,3,2.0,24,3728.61,0,1,0,0,0.76,0,62,3,Education
user_enterprise_193,689,13,26,66.5,17,2767.71,0,0,1,0,0.68,0,60,4,Finance
user_enterprise_194,943,8,27,23.8,27,4143.04,0,0,0,0,0.7,0,100,0,Education
user_enterprise_195,399,8,10,27.1,12,5665.63,0,0,2,0,0.67,0,65,3,SaaS
user_enterprise_196,609,13,27,71.6,10,4586.45,0,2,4,1,0.76,0,71,2,Education
user_enterprise_197,736,13,9,9.4,19,2954.52,0,0,0,0,0.76,0,100,0,Education
user_enterprise_198,821,41,1,0.7,24,1208.88,0,0,1,0,0.69,0,85,1,E-commerce
user_enterprise_199,745,0,6,4.7,17,1303.54,0,1,4,3,0.8,0,84,1,Finance
user_enterprise_200,807,6,26,16.8,25,6203.87,0,0,0,0,0.82,0,78,2,Finance
user_enterprise_201,871,13,25,46.1,25,6784.8,0,0,0,0,0.8,0,76,2,Finance
user_enterprise_202,560,7,14,18.7,11,1271.08,0,0,0,0,0.83,0,80,2,Finance
user_enterprise_203,936,40,2,5.7,26,10263.72,0,2,0,0,0.78,0,87,1,Education
user_enterprise_204,599,1,18,40.0,15,4748.97,0,0,1,0,1.0,0,57,4,E-commerce
user_enterprise_205,657,5,11,18.2,12,4509.41,0,0,0,0,0.81,0,91,0,Marketing
user_enterprise_206,758,4,14,22.6,14,1209.68,0,1,0,0,0.97,0,72,2,SaaS
user_enterprise_207,851,13,8,18.8,22,8284.5,0,0,0,0,0.82,0,70,3,E-commerce
user_enterprise_208,686,8,11,11.8,19,5622.49,0,0,0,0,0.72,0,95,0,Finance
user_enterprise_209,900,3,12,14.5,28,4695.25,0,0,7,1,0.74,0,65,3,SaaS
user_enterprise_210,717,25,0,0.0,22,10692.68,0,0,0,0,0.68,0,62,3,SaaS
user_enterprise_211,217,13,18,42.0,5,1889.79,0,0,0,0,0.78,0,76,2,SaaS
user_enterprise_212,1024,12,15,21.8,31,9199.51,0,0,1,0,0.77,0,46,5,SaaS
user_enterprise_213,622,12,26,68.5,15,3928.39,0,0,0,0,0.81,0,98,0,SaaS
user_enterprise_214,486,13,27,80.1,9,884.66,0,0,0,0,0.7,0,90,1,Education
user_enterprise_215,440,19,4,6.9,11,5449.22,0,0,1,0,0.77,0,77,2,Education
user_enterprise_216,563,0,16,25.7,10,2526.84,0,0,1,0,0.79,0,68,3,Finance
user_enterprise_217,822,57,4,5.7,22,7012.32,0,1,0,0,0.96,0,90,1,Finance
user_enterprise_218,502,12,9,21.8,15,5145.45,0,1,0,0,0.81,0,59,4,Marketing
user_enterprise_219,631,0,15,43.9,16,1743.51,0,0,0,0,0.87,0,96,0,Education
user_enterprise_220,712,13,29,54.6,19,9360.26,0,0,0,0,0.88,0,75,2,SaaS
user_enterprise_221,945,2,18,31.3,28,8737.92,0,0,0,0,0.88,0,93,0,Finance
user_enterprise_222,338,5,25,67.2,10,4269.09,0,0,0,0,0.63,0,100,0,SaaS
user_enterprise_223,791,2,27,74.1,21,3846.58,0,0,0,0,0.73,0,78,2,Education
user_enterprise_224,519,6,29,67.8,16,7990.77,0,0,1,0,0.84,0,98,0,SaaS
user_enterprise_225,650,1,23,19.2,13,5991.52,0,3,0,0,0.71,0,83,1,Finance
user_enterprise_226,774,1,20,52.8,16,6090.76,1,0,1,0,0.81,0,73,2,Finance
user_enterprise_227,579,11,17,22.4,18,2527.26,0,0,0,0,0.84,0,88,1,E-commerce
user_enterprise_228,713,11,17,29.9,20,4877.79,0,0,0,0,0.84,0,79,2,E-commerce
user_enterprise_229,503,12,15,30.5,13,1402.13,0,0,1,0,0.68,0,76,2,E-commerce
user_enterprise_230,586,11,28,57.4,17,6643.85,0,0,0,0,0.8,0,71,2,Marketing
user_enterprise_231,722,4,5,6.2,13,5989.1,0,0,0,0,0.91,0,85,1,SaaS
user_enterprise_232,878,10,13,29.5,23,10558.93,0,0,2,0,0.96,0,100,0,E-commerce
user_enterprise_233,798,4,15,14.8,15,4819.83,0,0,3,2,0.92,0,84,1,E-commerce
user_enterprise_234,349,55,1,1.6,10,1963.23,0,1,4,0,0.71,0,85,1,Education
user_enterprise_235,980,10,14,8.7,29,10615.03,0,0,2,0,0.75,0,70,3,Finance
user_enterprise_236,937,51,4,10.5,29,14490.37,0,1,3,2,0.86,0,87,1,Education
user_enterprise_237,330,5,7,20.8,6,2974.38,1,0,1,0,0.84,0,99,0,Marketing
user_enterprise_238,750,52,3,1.5,20,9319.16,0,0,0,0,0.71,0,32,6,E-commerce
user_enterprise_239,373,8,29,60.5,10,1158.89,0,4,1,0,0.81,0,82,1,Marketing
user_enterprise_240,817,13,23,22.7,22,9181.12,0,0,0,0,0.77,0,57,4,E-commerce
user_enterprise_241,787,11,24,51.8,18,2718.22,0,0,2,0,0.71,0,65,3,E-commerce
user_enterprise_242,652,56,3,2.6,11,2365.86,0,0,1,0,0.75,0,62,3,Education
user_enterprise_243,764,29,1,2.1,20,2494.37,0,0,0,0,0.65,0,79,2,Education
user_enterprise_244,952,50,3,8.4,16,2920.41,0,1,0,0,0.74,0,59,4,Education
user_enterprise_245,696,12,18,11.2,15,4174.54,0,0,2,0,0.75,0,72,2,Finance
user_enterprise_246,418,8,16,16.6,9,3346.39,0,0,1,0,0.84,0,84,1,Education
user_enterprise_247,1031,0,19,39.0,17,906.54,0,0,0,0,0.75,0,55,4,E-commerce
user_enterprise_248,651,56,0,0.0,10,4021.76,0,7,1,0,0.73,0,75,2,Marketing
user_enterprise_249,210,5,24,70.9,6,449.49,0,0,1,0,0.66,0,91,0,E-commerce
user_enterprise_250,933,10,13,34.9,20,3130.71,0,1,0,0,0.83,0,74,2,E-commerce
user_enterprise_251,541,9,29,58.5,17,3378.0,0,1,0,0,0.73,0,79,2,SaaS
user_enterprise_252,530,5,27,58.5,8,2303.7,0,0,1,0,0.96,0,100,0,Finance
user_enterprise_253,1038,38,4,5.5,31,12093.85,0,0,0,0,0.86,0,68,3,Finance
user_enterprise_254,530,10,21,35.7,16,5318.74,0,0,0,0,0.77,0,100,0,Education
user_enterprise_255,762,1,19,42.2,16,1272.42,0,0,0,0,0.95,0,66,3,E-commerce
user_enterprise_256,576,1,6,3.2,9,4381.49,1,0,0,0,1.0,0,70,3,E-commerce
user_enterprise_257,708,3,21,62.5,22,4754.4,1,0,0,0,0.69,0,54,4,Finance
user_enterprise_258,599,4,6,4.8,10,2169.59,0,0,1,0,0.71,0,84,1,Marketing
user_enterprise_259,515,0,18,10.8,16,3802.98,0,0,1,0,0.79,0,74,2,Marketing
user_enterprise_260,1010,4,6,5.7,28,5340.35,0,0,1,0,0.82,0,82,1,Marketing
user_enterprise_261,456,11,24,14.4,10,2156.67,0,1,4,0,0.95,0,88,1,E-commerce
user_enterprise_262,612,12,8,19.7,17,5909.9,0,0,0,0,0.9,0,100,0,SaaS
user_enterprise_263,671,3,15,26.3,13,3158.45,0,0,0,0,0.76,0,57,4,Marketing
user_enterprise_264,1099,9,25,54.8,27,11744.59,0,0,0,0,0.76,0,98,0,E-commerce
user_enterprise_265,937,11,16,47.9,16,5486.72,0,0,0,0,0.88,0,100,0,E-commerce
user_enterprise_266,618,42,2,3.2,16,7529.2,0,2,0,0,0.81,0,92,0,SaaS
user_enterprise_267,735,16,2,4.6,14,3207.64,0,3,0,0,0.98,0,68,3,E-commerce
user_enterprise_268,569,5,12,20.7,10,4444.28,0,1,3,0,0.97,0,73,2,SaaS
user_enterprise_269,453,8,25,65.7,10,3158.46,0,0,0,0,0.88,0,95,0,SaaS
user_enterprise_270,731,9,19,42.6,17,7154.73,0,0,1,0,0.88,0,88,1,Marketing
user_enterprise_271,479,12,5,11.0,9,2147.88,0,0,0,0,0.71,0,78,2,Finance
user_enterprise_272,499,35,1,2.9,14,6911.04,0,0,3,1,0.66,0,72,2,E-commerce
user_enterprise_273,938,4,27,23.8,16,3540.86,0,2,0,0,0.78,0,100,0,E-commerce
user_enterprise_274,751,8,19,46.1,12,2107.87,0,0,1,0,0.86,0,81,1,Finance
user_enterprise_275,1025,46,3,3.9,31,3649.47,0,0,1,0,0.82,0,100,0,SaaS
user_enterprise_276,808,0,11,24.7,18,3759.14,0,0,0,0,0.76,0,89,1,SaaS
user_enterprise_277,973,0,16,44.4,24,4043.79,0,0,0,0,0.72,0,85,1,SaaS
user_enterprise_278,892,3,29,85.0,23,5338.24,0,0,0,0,0.84,0,61,3,SaaS
user_enterprise_279,544,31,0,0.0,14,1743.26,0,0,1,0,0.81,0,93,0,Finance
user_enterprise_280,533,0,9,15.6,15,2980.89,1,0,0,0,0.73,0,63,3,Education
user_enterprise_281,546,49,2,5.9,17,8145.6,0,0,0,0,0.76,0,98,0,Marketing
user_enterprise_282,957,11,15,38.2,21,1657.13,0,0,0,0,0.77,0,82,1,E-commerce
