user_id,days_since_signup,days_since_last_activity,logins_last_30_days,total_active_hours,payments_made,lifetime_value_dollars,payment_failures_count,pricing_page_visits,support_tickets,open_complaint_tickets,sentiment_score,failed_onboarding_steps,plan_utilization_percent,core_features_untouched,primary_use_case
user_midmarket_56,424,12,15,18.5,10,2161.81,0,0,4,0,0.48,0,61,3,Marketing
user_midmarket_57,237,12,24,15.9,6,1862.37,0,0,0,0,0.96,0,59,4,E-commerce
user_midmarket_58,189,10,14,22.3,3,1113.23,0,0,1,0,0.85,0,53,4,Marketing
user_midmarket_59,457,9,6,3.3,14,1942.82,1,3,4,0,0.86,0,29,7,Marketing
user_midmarket_60,205,2,23,52.6,3,1494.71,0,0,0,0,0.58,0,25,7,E-commerce
user_midmarket_61,362,1,8,7.2,10,2914.38,0,0,0,0,0.45,0,63,3,SaaS
user_midmarket_62,459,10,9,10.7,9,3338.46,0,0,3,0,0.41,0,38,6,Finance
user_midmarket_63,318,9,9,8.1,9,3777.72,0,0,0,0,0.49,0,13,8,Education
user_midmarket_64,437,35,4,7.8,9,699.92,0,0,4,1,0.97,0,77,2,SaaS
user_midmarket_65,367,49,0,0.0,11,1645.35,0,2,5,0,0.67,0,84,1,Education
user_midmarket_66,292,4,29,50.0,5,2045.74,0,0,2,0,0.63,0,12,8,Marketing
user_midmarket_67,288,51,2,4.1,7,2716.78,0,0,1,0,0.8,0,97,0,Finance
user_midmarket_68,348,8,19,25.1,10,4229.66,0,2,5,0,0.53,0,71,2,E-commerce
user_midmarket_69,152,10,12,33.6,2,912.92,2,0,1,0,0.73,0,59,4,Marketing
user_midmarket_70,461,11,8,4.9,12,2457.04,0,2,4,2,0.49,0,100,0,Education
user_midmarket_71,329,0,6,6.2,9,3701.29,0,3,1,0,0.26,0,74,2,SaaS
user_midmarket_72,338,13,17,26.0,7,1624.89,0,2,1,0,0.82,0,72,2,Marketing
user_midmarket_73,435,4,8,9.4,10,2138.14,0,0,0,0,0.96,0,97,0,Marketing
user_midmarket_74,341,13,15,32.7,8,2111.68,1,2,0,0,0.51,0,48,5,SaaS
user_midmarket_75,423,4,21,27.9,9,868.1,0,1,3,0,0.51,0,37,6,Education
user_midmarket_76,199,51,4,7.6,4,795.64,0,1,2,0,0.77,0,45,5,Marketing
user_midmarket_77,280,59,0,0.0,6,902.25,0,1,3,2,0.41,0,53,4,SaaS
user_midmarket_78,348,6,16,41.9,10,3119.23,0,1,1,0,0.88,0,33,6,Finance
user_midmarket_79,539,4,28,14.2,15,1656.8,0,1,2,0,0.88,0,19,8,Finance
user_midmarket_80,239,10,20,12.4,6,1738.82,0,0,2,0,0.65,0,30,7,E-commerce
user_midmarket_81,311,44,4,11.9,6,2794.58,0,0,3,2,0.63,0,36,6,Finance
user_midmarket_82,478,13,14,33.4,14,5775.74,0,0,0,0,0.17,0,44,5,SaaS
user_midmarket_83,327,41,1,1.8,7,591.15,0,0,1,0,0.54,0,38,6,Finance
user_midmarket_84,595,7,29,49.8,16,3773.23,0,2,0,0,0.39,0,61,3,E-commerce
user_midmarket_85,262,55,0,0.0,5,2172.01,0,2,1,0,0.62,0,62,3,Education
user_midmarket_86,350,1,27,47.8,10,1057.47,0,2,4,0,0.6,0,19,8,Marketing
user_midmarket_87,362,11,6,8.2,10,2797.89,0,0,0,0,1.0,0,56,4,Finance
user_midmarket_88,431,35,0,0.0,12,3592.84,0,0,1,0,0.12,0,60,4,Marketing
user_midmarket_89,474,53,0,0.0,9,2088.51,0,1,1,0,0.6,0,66,3,SaaS
user_midmarket_90,455,56,1,2.1,14,1789.23,0,1,0,0,0.63,0,36,6,SaaS
user_midmarket_91,221,26,0,0.0,4,1821.76,0,2,0,0,0.77,0,20,8,Education
user_midmarket_92,436,30,3,7.0,7,1822.44,0,2,3,3,0.74,0,72,2,Marketing
user_midmarket_93,299,52,1,2.2,6,397.01,0,0,1,0,0.49,0,66,3,Education
user_midmarket_94,583,46,4,10.9,11,5070.46,1,0,3,1,0.59,0,14,8,Finance
user_midmarket_95,222,2,6,4.6,5,1180.93,0,4,0,0,0.42,0,67,3,Education
user_midmarket_96,536,32,1,0.7,14,3559.33,0,4,1,0,0.29,0,55,4,SaaS
user_midmarket_97,431,10,20,13.3,7,453.3,0,0,1,0,0.2,0,43,5,Marketing
user_midmarket_98,368,16,1,0.9,7,2464.16,0,0,1,0,0.43,0,57,4,Education
user_midmarket_99,306,0,18,53.0,7,2000.6,0,0,0,0,0.36,0,57,4,SaaS
user_midmarket_100,447,5,27,29.7,8,3412.84,0,4,1,0,0.92,0,31,6,Finance
user_midmarket_101,322,47,2,1.6,8,986.99,0,1,1,0,0.46,0,67,3,SaaS
user_midmarket_102,369,34,4,6.5,8,1211.28,0,0,1,0,0.85,0,69,3,Education
user_midmarket_103,318,46,4,10.5,5,2062.31,0,0,0,0,0.43,0,49,5,Marketing
user_midmarket_104,543,10,16,42.6,11,2840.62,0,1,3,2,0.74,0,42,5,SaaS
user_midmarket_105,345,4,28,19.8,6,1921.3,1,0,1,0,0.52,0,74,2,E-commerce
user_midmarket_106,393,5,16,44.8,8,407.4,0,2,3,0,0.94,0,64,3,Education
user_midmarket_107,330,40,2,5.3,9,3076.98,0,1,2,0,0.74,0,4,9,SaaS
user_midmarket_108,438,8,14,11.1,11,1212.17,1,0,1,0,0.76,0,22,7,SaaS
user_midmarket_109,402,0,12,9.1,10,4418.91,0,2,0,0,0.47,0,59,4,Finance
user_midmarket_110,457,10,12,9.9,12,1137.74,0,4,1,0,0.65,0,47,5,Finance
user_midmarket_111,495,3,11,24.4,10,1104.2,1,0,0,0,0.8,0,11,8,Finance
user_midmarket_112,313,1,12,15.7,7,3170.14,0,1,0,0,0.39,0,57,4,E-commerce
user_midmarket_113,587,27,3,8.3,9,658.23,0,0,0,0,0.42,0,33,6,Marketing
user_midmarket_114,405,12,29,20.7,6,1008.39,0,2,0,0,0.39,0,88,1,Marketing
user_midmarket_115,515,6,28,52.1,9,3842.43,0,2,2,0,0.49,0,58,4,Finance
user_midmarket_116,273,58,2,1.1,8,1576.27,1,1,0,0,0.54,0,38,6,E-commerce
user_midmarket_117,402,3,14,37.0,6,637.78,0,4,5,0,0.25,0,0,10,Education
user_midmarket_118,136,9,22,23.8,2,789.14,1,0,5,0,0.36,0,56,4,Finance
user_midmarket_119,221,54,2,3.8,4,904.9,0,0,3,5,0.54,0,41,5,SaaS
user_midmarket_120,207,7,6,8.4,4,1288.13,0,0,0,0,0.5,0,27,7,SaaS
user_midmarket_121,367,13,18,44.3,8,2241.46,0,2,0,0,0.44,0,0,10,E-commerce
user_midmarket_122,540,9,20,16.9,13,5601.39,0,0,0,0,0.7,0,61,3,Marketing
user_midmarket_123,452,6,26,75.4,12,2819.32,0,1,6,0,0.66,0,17,8,E-commerce
user_midmarket_124,512,34,1,2.3,16,2620.49,0,0,6,2,0.43,0,49,5,Finance
user_midmarket_125,526,31,1,2.6,16,4673.08,0,2,2,0,0.51,0,68,3,Finance
user_midmarket_126,402,13,29,18.2,8,3844.7,0,1,0,0,0.65,0,20,8,SaaS
user_midmarket_127,360,28,2,2.1,11,1787.91,0,2,0,0,0.58,0,53,4,Marketing
user_midmarket_128,334,0,13,18.2,5,2264.37,0,0,1,0,0.65,0,70,3,Education
user_midmarket_129,484,5,26,19.8,8,2972.02,1,2,1,0,0.27,0,49,5,E-commerce
user_midmarket_130,457,11,19,20.8,13,672.11,0,0,1,0,0.6,0,65,3,SaaS
user_midmarket_131,322,21,4,4.9,5,1356.97,0,4,3,0,0.68,0,56,4,Finance
user_midmarket_132,341,3,18,34.1,9,1003.81,0,0,0,0,0.81,0,84,1,E-commerce
user_midmarket_133,306,41,1,2.3,8,1451.95,0,0,5,1,0.75,0,46,5,Education
user_midmarket_134,367,22,3,8.0,6,1844.33,0,0,3,2,0.55,0,60,4,Education
user_midmarket_135,456,18,4,7.7,11,3666.47,0,0,1,0,0.75,0,33,6,Education
user_midmarket_136,260,18,0,0.0,5,1199.06,0,3,1,0,0.46,0,100,0,E-commerce
user_midmarket_137,240,1,22,43.0,6,334.63,0,2,4,0,0.35,0,64,3,Education
user_midmarket_138,538,8,22,12.2,13,6308.67,1,3,0,0,0.23,0,80,2,Marketing
user_midmarket_139,316,13,19,34.0,5,832.85,0,1,5,0,0.74,0,73,2,Finance
user_midmarket_140,438,2,15,20.6,9,3949.23,0,1,4,2,0.67,0,58,4,E-commerce
user_midmarket_141,478,43,1,0.5,10,4427.48,0,3,0,0,0.73,0,20,8,Finance
user_midmarket_142,397,55,1,1.2,12,5883.62,0,0,2,0,0.27,0,42,5,E-commerce
user_midmarket_143,314,0,21,55.1,8,1421.97,0,0,2,0,0.51,0,100,0,Education
user_midmarket_144,335,20,0,0.0,6,1464.67,0,0,7,2,0.82,0,42,5,Education
user_midmarket_145,261,4,28,35.9,7,2677.72,0,0,1,0,0.76,0,34,6,Marketing
user_midmarket_146,166,11,20,25.0,3,398.89,0,0,0,0,0.54,0,38,6,SaaS
user_midmarket_147,438,2,28,64.6,7,404.1,1,0,1,0,0.0,0,41,5,SaaS
user_midmarket_148,367,12,16,12.5,8,3075.47,0,1,2,0,0.46,0,66,3,Education
user_midmarket_149,536,59,1,1.5,14,2050.02,0,2,7,1,0.54,0,53,4,Finance
user_midmarket_150,429,51,3,7.6,13,5513.05,0,0,0,0,0.38,0,5,9,SaaS
user_midmarket_151,478,10,16,40.0,13,3712.38,0,0,0,0,0.51,0,40,6,Finance
user_midmarket_152,405,44,2,1.2,7,2076.51,0,3,3,2,0.54,0,51,4,Education
user_midmarket_153,319,7,12,24.0,6,2648.8,0,3,2,0,0.45,0,94,0,Education
user_midmarket_154,463,9,17,26.6,10,2661.13,1,1,6,3,0.71,0,58,4,E-commerce
user_midmarket_155,428,50,4,4.5,8,1598.92,0,0,1,0,0.91,0,52,4,E-commerce
user_midmarket_156,450,53,4,10.3,8,1250.37,0,1,4,0,0.47,0,15,8,SaaS
user_midmarket_157,258,29,4,3.5,5,1991.39,0,1,5,1,0.78,0,67,3,Marketing
user_midmarket_158,356,45,4,9.8,7,478.64,0,0,4,2,0.67,0,45,5,SaaS
user_midmarket_159,360,10,14,17.5,11,3098.3,0,0,0,0,0.61,0,51,4,SaaS
user_midmarket_160,377,26,0,0.0,8,2176.14,0,0,1,0,0.53,0,36,6,Marketing
user_midmarket_161,383,11,18,33.2,11,768.56,0,0,2,0,0.61,0,33,6,SaaS
user_midmarket_162,389,26,3,4.4,7,1170.49,0,0,0,0,0.82,0,100,0,Finance
user_midmarket_163,370,21,4,8.1,7,3419.56,0,2,5,1,0.61,0,61,3,E-commerce
user_midmarket_164,159,8,23,17.2,2,750.66,1,0,0,0,0.88,0,92,0,Finance
user_midmarket_165,367,43,1,2.4,6,2395.7,0,0,0,0,0.46,0,46,5,SaaS
user_midmarket_166,322,7,8,16.1,6,1806.67,0,0,1,0,0.81,0,56,4,E-commerce
user_midmarket_167,327,12,20,41.6,9,4253.79,0,1,0,0,0.48,0,100,0,Finance
user_midmarket_168,465,58,3,3.1,12,5680.12,0,0,1,0,0.86,0,60,4,SaaS
user_midmarket_169,357,46,4,3.2,7,1938.23,0,0,2,0,0.64,0,100,0,Education
user_midmarket_170,462,0,23,24.8,11,4992.87,0,3,0,0,0.38,0,53,4,Finance
user_midmarket_171,189,9,13,15.0,4,233.82,0,1,0,0,0.76,0,39,6,Education
user_midmarket_172,406,13,22,16.7,10,1810.71,0,1,2,0,0.45,0,32,6,E-commerce
user_midmarket_173,322,7,5,7.9,9,1132.3,1,2,5,1,0.49,0,59,4,E-commerce
user_midmarket_174,459,15,4,2.2,11,3511.98,0,0,1,0,0.56,0,92,0,Finance
user_midmarket_175,441,13,15,28.5,12,2176.77,0,0,1,0,0.56,0,78,2,Marketing
user_midmarket_176,268,48,4,3.0,6,948.52,0,1,2,0,0.22,0,63,3,Finance
user_midmarket_177,482,50,0,0.0,8,2788.54,0,0,1,0,0.94,0,62,3,Marketing
user_midmarket_178,401,56,2,4.1,11,2226.83,0,0,1,0,0.85,0,67,3,E-commerce
user_midmarket_179,355,10,24,54.0,9,2794.25,1,2,1,0,0.73,0,71,2,Education
user_midmarket_180,366,24,1,1.1,9,1074.68,0,0,3,2,1.0,0,59,4,E-commerce
user_midmarket_181,391,11,16,47.3,9,1791.96,0,0,1,0,0.47,0,58,4,Finance
user_midmarket_182,506,10,15,22.0,15,2763.5,0,0,0,0,0.72,0,71,2,Finance
user_midmarket_183,305,45,1,2.6,6,1827.59,0,0,2,0,0.64,0,64,3,Finance
user_midmarket_184,217,29,4,5.9,3,1252.53,0,0,0,0,0.57,0,100,0,E-commerce
user_midmarket_185,363,6,14,32.5,11,3513.49,0,5,1,0,0.96,0,54,4,SaaS
user_midmarket_186,223,58,3,2.5,5,561.4,0,0,0,0,0.95,0,67,3,Marketing
user_midmarket_187,440,11,29,24.7,10,3582.76,0,1,2,0,0.41,0,53,4,E-commerce
user_midmarket_188,374,7,26,31.1,8,1559.6,0,0,0,0,0.64,0,44,5,Marketing
user_midmarket_189,429,9,28,54.5,10,2516.82,0,1,4,1,0.93,0,94,0,SaaS
user_midmarket_190,503,3,26,18.7,13,933.52,0,0,0,0,0.84,0,37,6,Education
user_midmarket_191,335,9,9,13.2,9,2439.38,1,2,0,0,0.64,0,68,3,SaaS
user_midmarket_192,279,12,16,41.6,7,1944.66,1,3,1,0,0.55,0,23,7,Education
user_midmarket_193,243,13,21,39.7,6,972.5,0,0,2,0,0.19,0,42,5,Finance
user_midmarket_194,133,6,24,30.7,3,1261.73,0,0,1,0,0.55,0,86,1,Education
user_midmarket_195,586,7,17,33.0,17,3426.51,0,0,1,0,0.12,0,83,1,Finance
user_midmarket_196,349,26,2,5.4,7,1318.15,0,0,2,0,0.51,0,33,6,SaaS
user_midmarket_197,300,11,7,9.6,5,1557.83,0,0,2,0,0.32,0,34,6,Education
user_midmarket_198,342,11,8,10.4,8,3538.11,0,0,0,0,0.6,0,24,7,SaaS
user_midmarket_199,405,43,2,1.8,9,532.29,0,1,1,0,0.36,0,23,7,Marketing
user_midmarket_200,488,10,13,26.9,15,3527.7,0,0,0,0,0.54,0,100,0,Education
user_midmarket_201,283,5,13,20.3,8,2547.11,0,0,0,0,0.54,0,40,6,E-commerce
user_midmarket_202,385,15,2,2.2,6,1575.15,0,0,0,0,0.54,0,54,4,Marketing
user_midmarket_203,267,2,15,36.3,6,389.51,0,0,0,0,0.1,0,58,4,Finance
user_midmarket_204,264,12,16,43.2,5,2404.99,0,4,1,0,0.41,0,65,3,Finance
user_midmarket_205,392,8,11,28.6,9,2920.43,0,1,6,1,0.72,0,37,6,Finance
user_midmarket_206,173,0,12,24.7,4,671.71,0,2,0,0,0.35,0,60,4,E-commerce
user_midmarket_207,360,1,21,22.2,7,1287.47,0,0,1,0,0.79,0,78,2,Marketing
user_midmarket_208,313,4,12,9.9,9,2164.02,0,0,0,0,0.63,0,26,7,Education
user_midmarket_209,449,40,4,2.7,10,4008.81,0,0,2,0,0.26,0,82,1,Education
user_midmarket_210,453,49,3,4.7,10,4462.84,0,0,3,1,0.36,0,69,3,SaaS
user_midmarket_211,305,10,29,43.7,6,2611.39,0,1,0,0,0.64,0,60,4,SaaS
user_midmarket_212,379,11,5,10.8,11,2884.33,0,0,0,0,0.58,0,56,4,Marketing
user_midmarket_213,456,0,27,40.1,11,1816.14,2,0,0,0,0.64,0,68,3,Education
user_midmarket_214,326,7,27,61.8,9,2589.92,0,1,2,0,0.7,0,47,5,Finance
user_midmarket_215,407,39,2,2.7,6,2107.63,0,0,0,0,0.52,0,10,9,E-commerce
user_midmarket_216,284,19,1,2.3,6,754.6,0,0,1,0,0.7,0,99,0,Education
user_midmarket_217,525,30,2,2.6,12,2431.6,0,0,2,0,0.59,0,62,3,SaaS
user_midmarket_218,444,8,14,37.3,9,3143.31,0,6,3,2,0.91,0,83,1,Marketing
user_midmarket_219,214,5,8,9.6,5,1110.26,0,3,0,0,0.84,0,54,4,Education
user_midmarket_220,478,1,7,6.6,12,3787.46,0,3,1,0,0.58,0,26,7,Education
user_midmarket_221,392,35,3,5.9,10,2082.12,0,0,0,0,0.17,0,63,3,SaaS
user_midmarket_222,357,12,10,25.9,10,4744.69,0,1,1,0,0.81,0,88,1,SaaS
user_midmarket_223,169,5,29,20.1,3,1308.9,0,0,0,0,0.73,0,28,7,Education
user_midmarket_224,305,26,1,2.6,6,1840.85,0,2,4,0,0.26,0,62,3,Finance
user_midmarket_225,428,10,11,18.4,11,3627.76,0,0,0,0,0.78,0,34,6,Finance
user_midmarket_226,284,2,21,33.0,4,1135.31,0,0,2,0,0.94,0,57,4,Education
user_midmarket_227,310,12,8,19.5,6,2419.74,0,0,0,0,0.61,0,44,5,Education
user_midmarket_228,455,2,27,21.8,10,2323.23,0,0,2,0,0.56,0,73,2,Education
user_midmarket_229,500,4,17,20.0,9,1600.18,0,0,4,0,0.4,0,77,2,E-commerce
user_midmarket_230,392,0,27,44.2,12,1827.76,0,0,0,0,0.57,0,30,7,Marketing
user_midmarket_231,213,0,14,30.4,4,1068.98,0,1,0,0,0.57,0,45,5,Marketing
user_midmarket_232,480,9,29,80.5,14,3055.48,0,1,1,0,0.8,0,70,3,E-commerce
user_midmarket_233,364,57,0,0.0,9,2386.94,0,0,0,0,0.8,0,20,8,SaaS
user_midmarket_234,228,24,2,5.1,4,303.87,0,0,0,0,0.73,0,10,9,Education
user_midmarket_235,316,8,9,25.6,7,1973.86,0,0,0,0,0.85,0,5,9,Marketing
user_midmarket_236,475,5,8,6.9,9,4443.49,3,0,2,0,0.7,0,25,7,SaaS
user_midmarket_237,261,54,4,8.4,6,970.18,0,2,1,0,0.5,0,35,6,Marketing
user_midmarket_238,361,59,3,5.2,9,3734.54,0,0,0,0,0.77,0,48,5,Marketing
user_midmarket_239,388,18,0,0.0,11,2914.34,0,0,3,1,0.58,0,60,4,E-commerce
user_midmarket_240,398,8,25,37.5,9,3770.33,0,2,5,0,0.46,0,62,3,Finance
user_midmarket_241,388,5,9,11.4,11,1340.47,0,0,0,0,0.47,0,0,10,Finance
user_midmarket_242,382,50,3,8.2,11,4665.43,0,0,0,0,1.0,0,42,5,SaaS
user_midmarket_243,358,32,2,4.4,7,1982.19,0,0,1,0,0.66,0,38,6,Finance
user_midmarket_244,413,8,6,6.3,7,3376.54,0,0,0,0,0.79,0,48,5,E-commerce
user_midmarket_245,393,9,23,20.9,7,1353.2,0,3,0,0,0.82,0,98,0,SaaS
user_midmarket_246,327,10,20,53.5,5,1418.02,0,0,2,0,0.76,0,69,3,Education
user_midmarket_247,348,12,9,9.6,6,2336.03,0,3,1,0,0.31,0,79,2,SaaS
user_midmarket_248,532,5,23,29.7,14,1214.3,0,0,0,0,0.56,0,54,4,SaaS
user_midmarket_249,385,5,9,13.4,9,2755.16,0,1,0,0,0.54,0,81,1,E-commerce
user_midmarket_250,298,8,5,2.7,4,1568.12,0,0,0,0,0.62,0,46,5,Education
user_midmarket_251,315,5,6,17.1,5,436.11,0,2,4,0,0.57,0,46,5,Marketing
user_midmarket_252,299,2,7,4.7,8,3020.31,1,1,0,0,0.77,0,63,3,Finance
user_midmarket_253,406,34,0,0.0,11,1463.63,1,0,2,0,0.46,0,42,5,E-commerce
user_midmarket_254,387,6,15,31.8,8,3949.79,0,1,1,0,0.49,0,100,0,E-commerce
user_midmarket_255,471,3,12,15.8,10,1090.95,0,5,3,1,0.36,0,100,0,SaaS
user_midmarket_256,385,9,7,7.9,8,1992.23,0,0,0,0,0.6,0,59,4,SaaS
user_midmarket_257,288,9,12,24.8,5,481.33,0,0,1,0,0.64,0,48,5,E-commerce
user_midmarket_258,373,4,27,42.8,6,950.57,0,0,4,1,0.45,0,98,0,SaaS
user_midmarket_259,575,48,1,0.6,12,1912.31,2,0,1,0,0.74,0,0,10,SaaS
user_midmarket_260,467,8,9,11.2,9,3726.44,0,0,0,0,0.62,0,27,7,Marketing
user_midmarket_261,402,9,17,18.1,9,4392.67,0,3,1,0,0.67,0,55,4,Finance
user_midmarket_262,348,1,7,10.3,8,3316.53,0,0,0,0,0.82,0,36,6,Education
user_midmarket_263,251,15,3,4.1,4,1196.83,0,0,0,0,0.32,0,17,8,SaaS
user_midmarket_264,423,11,9,21.9,8,1664.97,0,0,0,0,0.55,0,89,1,Education
user_midmarket_265,412,0,7,5.1,12,1707.0,3,0,6,0,0.44,0,85,1,E-commerce
user_midmarket_266,166,9,24,47.1,3,260.11,0,0,2,0,0.45,0,41,5,SaaS
user_midmarket_267,483,5,16,30.2,14,4482.51,1,0,0,0,0.54,0,66,3,SaaS
user_midmarket_268,252,31,1,1.0,4,529.55,0,1,1,0,0.53,0,38,6,E-commerce
user_midmarket_269,366,8,24,39.3,10,2427.78,0,0,4,2,0.52,0,86,1,Finance
user_midmarket_270,458,5,8,13.0,10,1528.67,0,0,0,0,0.76,0,58,4,Education
user_midmarket_271,231,13,9,6.3,4,223.96,0,0,4,0,0.57,0,41,5,Finance
user_midmarket_272,286,37,4,6.5,4,930.91,0,2,0,0,0.66,0,24,7,E-commerce
user_midmarket_273,308,19,1,2.2,8,1901.73,0,0,3,0,0.78,0,0,10,Marketing
user_midmarket_274,386,50,2,1.3,6,2793.96,0,0,0,0,0.64,0,83,1,Marketing
user_midmarket_275,427,39,0,0.0,10,2221.54,0,1,5,2,0.71,0,100,0,Marketing
user_midmarket_276,344,10,28,60.4,8,955.37,1,0,0,0,0.75,0,16,8,SaaS
user_midmarket_277,413,13,28,14.7,10,3602.46,0,3,7,0,0.44,0,51,4,Marketing
user_midmarket_278,403,5,15,34.6,11,1200.37,0,4,1,0,0.9,0,69,3,Finance
user_midmarket_279,518,8,10,24.3,15,4484.71,0,0,2,0,0.73,0,59,4,E-commerce
user_midmarket_280,372,34,3,5.0,8,1375.75,0,0,2,0,0.56,0,72,2,Finance
user_midmarket_281,455,8,10,29.2,8,3910.06,0,1,1,0,0.54,0,56,4,Marketing
user_midmarket_282,408,3,29,60.7,7,2156.47,0,0,1,0,1.0,0,68,3,Education
user_midmarket_283,312,43,2,4.9,6,2338.21,0,1,2,0,0.58,0,66,3,Education
